,label,lang,train,True or False
6206,__label__xuat_sac,es,__label__xuat_sac,True
6207,__label__tot,ja,__label__tot,True
6208,__label__xuat_sac,en,__label__xuat_sac,True
6209,__label__xuat_sac,en,__label__xuat_sac,True
6210,__label__tot,fr,__label__tot,True
6211,__label__xuat_sac,sv,__label__tot,False
6212,__label__xuat_sac,fr,__label__xuat_sac,True
6213,__label__xuat_sac,en,__label__xuat_sac,True
6214,__label__tot,en,__label__tot,True
6215,__label__trung_binh,ca,__label__xuat_sac,False
6216,__label__xuat_sac,en,__label__xuat_sac,True
6217,__label__trung_binh,zh-cn,__label__tot,False
6218,__label__tot,zh-cn,__label__tot,True
6219,__label__tot,de,__label__tot,True
6220,__label__xuat_sac,en,__label__xuat_sac,True
6221,__label__tot,nl,__label__tot,True
6222,__label__xuat_sac,en,__label__xuat_sac,True
6223,__label__rat_kem,zh-cn,__label__rat_kem,True
6224,__label__tot,no,__label__tot,True
6225,__label__kem,da,__label__kem,True
6226,__label__tot,en,__label__kem,False
6227,__label__tot,en,__label__tot,True
6228,__label__tot,en,__label__tot,True
6229,__label__xuat_sac,en,__label__xuat_sac,True
6230,__label__tot,en,__label__tot,True
6231,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6232,__label__tot,fr,__label__tot,True
6233,__label__tot,zh-cn,__label__tot,True
6234,__label__tot,zh-cn,__label__tot,True
6235,__label__tot,vi,__label__tot,True
6236,__label__tot,en,__label__tot,True
6237,__label__tot,en,__label__tot,True
6238,__label__trung_binh,th,__label__trung_binh,True
6239,__label__xuat_sac,es,__label__xuat_sac,True
6240,__label__xuat_sac,fr,__label__xuat_sac,True
6241,__label__tot,zh-cn,__label__tot,True
6242,__label__tot,de,__label__tot,True
6243,__label__xuat_sac,pt,__label__xuat_sac,True
6244,__label__tot,sv,__label__tot,True
6245,__label__xuat_sac,en,__label__xuat_sac,True
6246,__label__tot,zh-cn,__label__tot,True
6247,__label__tot,zh-cn,__label__tot,True
6248,__label__tot,en,__label__tot,True
6249,__label__trung_binh,sv,__label__tot,False
6250,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6251,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6252,__label__xuat_sac,ru,__label__xuat_sac,True
6253,__label__tot,vi,__label__tot,True
6254,__label__tot,vi,__label__tot,True
6255,__label__tot,zh-cn,__label__tot,True
6256,__label__tot,de,__label__tot,True
6257,__label__tot,zh-cn,__label__tot,True
6258,__label__xuat_sac,ru,__label__xuat_sac,True
6259,__label__xuat_sac,fr,__label__xuat_sac,True
6260,__label__xuat_sac,ko,__label__tot,False
6261,__label__xuat_sac,ru,__label__xuat_sac,True
6262,__label__trung_binh,fr,__label__trung_binh,True
6263,__label__trung_binh,vi,__label__trung_binh,True
6264,__label__kem,vi,__label__kem,True
6265,__label__trung_binh,en,__label__trung_binh,True
6266,__label__tot,ru,__label__tot,True
6267,__label__kem,es,__label__kem,True
6268,__label__trung_binh,en,__label__trung_binh,True
6269,__label__xuat_sac,en,__label__xuat_sac,True
6270,__label__tot,en,__label__tot,True
6271,__label__xuat_sac,en,__label__xuat_sac,True
6272,__label__tot,en,__label__tot,True
6273,__label__tot,en,__label__tot,True
6274,__label__tot,fr,__label__tot,True
6275,__label__tot,vi,__label__tot,True
6276,__label__xuat_sac,en,__label__xuat_sac,True
6277,__label__xuat_sac,ro,__label__xuat_sac,True
6278,__label__tot,en,__label__xuat_sac,False
6279,__label__xuat_sac,vi,__label__xuat_sac,True
6280,__label__tot,de,__label__tot,True
6281,__label__tot,vi,__label__tot,True
6282,__label__tot,es,__label__tot,True
6283,__label__xuat_sac,en,__label__xuat_sac,True
6284,__label__tot,en,__label__tot,True
6285,__label__tot,de,__label__tot,True
6286,__label__xuat_sac,vi,__label__xuat_sac,True
6287,__label__trung_binh,vi,__label__trung_binh,True
6288,__label__tot,en,__label__tot,True
6289,__label__xuat_sac,en,__label__xuat_sac,True
6290,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6291,__label__xuat_sac,en,__label__xuat_sac,True
6292,__label__xuat_sac,fr,__label__xuat_sac,True
6293,__label__tot,en,__label__tot,True
6294,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6295,__label__trung_binh,vi,__label__trung_binh,True
6296,__label__tot,id,__label__tot,True
6297,__label__xuat_sac,en,__label__xuat_sac,True
6298,__label__xuat_sac,fr,__label__tot,False
6299,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6300,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6301,__label__xuat_sac,ru,__label__xuat_sac,True
6302,__label__tot,en,__label__tot,True
6303,__label__trung_binh,en,__label__trung_binh,True
6304,__label__tot,ja,__label__xuat_sac,False
6305,__label__xuat_sac,en,__label__xuat_sac,True
6306,__label__tot,nl,__label__tot,True
6307,__label__tot,en,__label__tot,True
6308,__label__xuat_sac,en,__label__xuat_sac,True
6309,__label__tot,zh-cn,__label__xuat_sac,False
6310,__label__tot,zh-cn,__label__tot,True
6311,__label__trung_binh,zh-cn,__label__trung_binh,True
6312,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6313,__label__trung_binh,en,__label__trung_binh,True
6314,__label__trung_binh,de,__label__trung_binh,True
6315,__label__tot,fr,__label__tot,True
6316,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6317,__label__xuat_sac,de,__label__xuat_sac,True
6318,__label__xuat_sac,vi,__label__xuat_sac,True
6319,__label__trung_binh,vi,__label__tot,False
6320,__label__tot,en,__label__tot,True
6321,__label__tot,ko,__label__tot,True
6322,__label__xuat_sac,en,__label__xuat_sac,True
6323,__label__tot,fr,__label__tot,True
6324,__label__tot,zh-cn,__label__tot,True
6325,__label__xuat_sac,ru,__label__xuat_sac,True
6326,__label__xuat_sac,en,__label__xuat_sac,True
6327,__label__tot,en,__label__tot,True
6328,__label__tot,en,__label__tot,True
6329,__label__trung_binh,en,__label__trung_binh,True
6330,__label__trung_binh,es,__label__trung_binh,True
6331,__label__trung_binh,ja,__label__kem,False
6332,__label__xuat_sac,en,__label__xuat_sac,True
6333,__label__xuat_sac,vi,__label__xuat_sac,True
6334,__label__tot,en,__label__tot,True
6335,__label__trung_binh,zh-cn,__label__trung_binh,True
6336,__label__xuat_sac,en,__label__xuat_sac,True
6337,__label__xuat_sac,en,__label__xuat_sac,True
6338,__label__tot,en,__label__tot,True
6339,__label__kem,ja,__label__kem,True
6340,__label__xuat_sac,de,__label__xuat_sac,True
6341,__label__tot,ja,__label__tot,True
6342,__label__xuat_sac,bg,__label__xuat_sac,True
6343,__label__tot,ko,__label__tot,True
6344,__label__tot,en,__label__tot,True
6345,__label__xuat_sac,vi,__label__xuat_sac,True
6346,__label__tot,es,__label__tot,True
6347,__label__trung_binh,zh-cn,__label__trung_binh,True
6348,__label__trung_binh,en,__label__trung_binh,True
6349,__label__tot,en,__label__tot,True
6350,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6351,__label__xuat_sac,en,__label__xuat_sac,True
6352,__label__xuat_sac,en,__label__xuat_sac,True
6353,__label__xuat_sac,en,__label__xuat_sac,True
6354,__label__tot,en,__label__tot,True
6355,__label__xuat_sac,en,__label__xuat_sac,True
6356,__label__xuat_sac,en,__label__xuat_sac,True
6357,__label__xuat_sac,en,__label__xuat_sac,True
6358,__label__xuat_sac,en,__label__xuat_sac,True
6359,__label__xuat_sac,en,__label__xuat_sac,True
6360,__label__xuat_sac,en,__label__xuat_sac,True
6361,__label__trung_binh,ru,__label__trung_binh,True
6362,__label__xuat_sac,it,__label__xuat_sac,True
6363,__label__xuat_sac,vi,__label__xuat_sac,True
6364,__label__xuat_sac,es,__label__xuat_sac,True
6365,__label__xuat_sac,en,__label__xuat_sac,True
6366,__label__tot,en,__label__tot,True
6367,__label__kem,th,__label__kem,True
6368,__label__tot,zh-cn,__label__tot,True
6369,__label__xuat_sac,ru,__label__xuat_sac,True
6370,__label__trung_binh,it,__label__trung_binh,True
6371,__label__xuat_sac,de,__label__xuat_sac,True
6372,__label__xuat_sac,vi,__label__xuat_sac,True
6373,__label__tot,vi,__label__tot,True
6374,__label__tot,vi,__label__tot,True
6375,__label__trung_binh,vi,__label__trung_binh,True
6376,__label__xuat_sac,en,__label__xuat_sac,True
6377,__label__xuat_sac,en,__label__xuat_sac,True
6378,__label__tot,fr,__label__xuat_sac,False
6379,__label__xuat_sac,ko,__label__xuat_sac,True
6380,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6381,__label__tot,sv,__label__tot,True
6382,__label__tot,de,__label__tot,True
6383,__label__trung_binh,en,__label__trung_binh,True
6384,__label__trung_binh,en,__label__xuat_sac,False
6385,__label__tot,en,__label__tot,True
6386,__label__kem,en,__label__kem,True
6387,__label__tot,en,__label__tot,True
6388,__label__tot,zh-cn,__label__tot,True
6389,__label__xuat_sac,vi,__label__xuat_sac,True
6390,__label__trung_binh,vi,__label__trung_binh,True
6391,__label__xuat_sac,en,__label__xuat_sac,True
6392,__label__tot,en,__label__tot,True
6393,__label__xuat_sac,en,__label__xuat_sac,True
6394,__label__trung_binh,zh-cn,__label__trung_binh,True
6395,__label__xuat_sac,en,__label__xuat_sac,True
6396,__label__tot,fr,__label__tot,True
6397,__label__xuat_sac,nl,__label__xuat_sac,True
6398,__label__tot,en,__label__xuat_sac,False
6399,__label__tot,en,__label__tot,True
6400,__label__tot,zh-cn,__label__tot,True
6401,__label__tot,ko,__label__tot,True
6402,__label__xuat_sac,it,__label__xuat_sac,True
6403,__label__xuat_sac,en,__label__xuat_sac,True
6404,__label__xuat_sac,en,__label__xuat_sac,True
6405,__label__tot,en,__label__tot,True
6406,__label__xuat_sac,pt,__label__xuat_sac,True
6407,__label__tot,ca,__label__tot,True
6408,__label__xuat_sac,es,__label__xuat_sac,True
6409,__label__rat_kem,it,__label__xuat_sac,False
6410,__label__tot,fr,__label__tot,True
6411,__label__xuat_sac,fr,__label__xuat_sac,True
6412,__label__tot,ru,__label__tot,True
6413,__label__xuat_sac,es,__label__xuat_sac,True
6414,__label__xuat_sac,vi,__label__xuat_sac,True
6415,__label__tot,th,__label__tot,True
6416,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6417,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6418,__label__trung_binh,zh-cn,__label__trung_binh,True
6419,__label__tot,zh-cn,__label__tot,True
6420,__label__xuat_sac,en,__label__xuat_sac,True
6421,__label__xuat_sac,fr,__label__xuat_sac,True
6422,__label__xuat_sac,fr,__label__xuat_sac,True
6423,__label__trung_binh,zh-cn,__label__xuat_sac,False
6424,__label__tot,en,__label__tot,True
6425,__label__tot,ja,__label__tot,True
6426,__label__trung_binh,vi,__label__trung_binh,True
6427,__label__tot,no,__label__tot,True
6428,__label__xuat_sac,ru,__label__xuat_sac,True
6429,__label__tot,ko,__label__tot,True
6430,__label__xuat_sac,de,__label__xuat_sac,True
6431,__label__kem,zh-tw,__label__kem,True
6432,__label__tot,es,__label__tot,True
6433,__label__xuat_sac,fr,__label__xuat_sac,True
6434,__label__xuat_sac,en,__label__xuat_sac,True
6435,__label__xuat_sac,en,__label__xuat_sac,True
6436,__label__xuat_sac,en,__label__xuat_sac,True
6437,__label__tot,vi,__label__tot,True
6438,__label__xuat_sac,vi,__label__xuat_sac,True
6439,__label__tot,en,__label__tot,True
6440,__label__tot,vi,__label__tot,True
6441,__label__tot,en,__label__tot,True
6442,__label__tot,pt,__label__tot,True
6443,__label__tot,zh-cn,__label__xuat_sac,False
6444,__label__tot,vi,__label__tot,True
6445,__label__tot,en,__label__tot,True
6446,__label__trung_binh,ja,__label__xuat_sac,False
6447,__label__tot,hr,__label__tot,True
6448,__label__xuat_sac,fr,__label__xuat_sac,True
6449,__label__xuat_sac,en,__label__xuat_sac,True
6450,__label__xuat_sac,en,__label__tot,False
6451,__label__kem,en,__label__kem,True
6452,__label__xuat_sac,en,__label__xuat_sac,True
6453,__label__xuat_sac,en,__label__xuat_sac,True
6454,__label__tot,vi,__label__tot,True
6455,__label__tot,vi,__label__tot,True
6456,__label__xuat_sac,en,__label__xuat_sac,True
6457,__label__tot,en,__label__tot,True
6458,__label__xuat_sac,da,__label__xuat_sac,True
6459,__label__trung_binh,vi,__label__trung_binh,True
6460,__label__tot,vi,__label__tot,True
6461,__label__tot,vi,__label__tot,True
6462,__label__xuat_sac,so,__label__xuat_sac,True
6463,__label__xuat_sac,en,__label__xuat_sac,True
6464,__label__tot,en,__label__tot,True
6465,__label__tot,en,__label__tot,True
6466,__label__tot,en,__label__tot,True
6467,__label__tot,fr,__label__tot,True
6468,__label__tot,it,__label__tot,True
6469,__label__tot,id,__label__tot,True
6470,__label__xuat_sac,ru,__label__xuat_sac,True
6471,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6472,__label__xuat_sac,zh-cn,__label__tot,False
6473,__label__xuat_sac,en,__label__xuat_sac,True
6474,__label__xuat_sac,en,__label__xuat_sac,True
6475,__label__tot,en,__label__tot,True
6476,__label__xuat_sac,en,__label__xuat_sac,True
6477,__label__tot,en,__label__tot,True
6478,__label__tot,en,__label__tot,True
6479,__label__xuat_sac,vi,__label__xuat_sac,True
6480,__label__xuat_sac,fr,__label__xuat_sac,True
6481,__label__tot,zh-cn,__label__xuat_sac,False
6482,__label__tot,da,__label__tot,True
6483,__label__xuat_sac,de,__label__xuat_sac,True
6484,__label__xuat_sac,ca,__label__tot,False
6485,__label__xuat_sac,ko,__label__xuat_sac,True
6486,__label__trung_binh,es,__label__trung_binh,True
6487,__label__trung_binh,de,__label__trung_binh,True
6488,__label__tot,zh-cn,__label__tot,True
6489,__label__tot,en,__label__tot,True
6490,__label__tot,de,__label__tot,True
6491,__label__xuat_sac,en,__label__xuat_sac,True
6492,__label__tot,en,__label__tot,True
6493,__label__xuat_sac,en,__label__xuat_sac,True
6494,__label__xuat_sac,sv,__label__xuat_sac,True
6495,__label__xuat_sac,en,__label__xuat_sac,True
6496,__label__xuat_sac,en,__label__xuat_sac,True
6497,__label__trung_binh,en,__label__trung_binh,True
6498,__label__tot,zh-cn,__label__tot,True
6499,__label__tot,en,__label__tot,True
6500,__label__xuat_sac,pt,__label__xuat_sac,True
6501,__label__xuat_sac,fr,__label__xuat_sac,True
6502,__label__xuat_sac,en,__label__xuat_sac,True
6503,__label__xuat_sac,en,__label__xuat_sac,True
6504,__label__xuat_sac,en,__label__xuat_sac,True
6505,__label__xuat_sac,en,__label__xuat_sac,True
6506,__label__tot,en,__label__tot,True
6507,__label__tot,fr,__label__tot,True
6508,__label__xuat_sac,es,__label__xuat_sac,True
6509,__label__xuat_sac,en,__label__xuat_sac,True
6510,__label__xuat_sac,en,__label__xuat_sac,True
6511,__label__trung_binh,en,__label__tot,False
6512,__label__tot,ko,__label__tot,True
6513,__label__tot,zh-cn,__label__tot,True
6514,__label__trung_binh,vi,__label__trung_binh,True
6515,__label__tot,en,__label__tot,True
6516,__label__xuat_sac,de,__label__tot,False
6517,__label__tot,ru,__label__tot,True
6518,__label__trung_binh,en,__label__trung_binh,True
6519,__label__tot,fr,__label__tot,True
6520,__label__tot,zh-cn,__label__tot,True
6521,__label__kem,ja,__label__kem,True
6522,__label__xuat_sac,en,__label__xuat_sac,True
6523,__label__xuat_sac,en,__label__xuat_sac,True
6524,__label__trung_binh,en,__label__trung_binh,True
6525,__label__xuat_sac,en,__label__xuat_sac,True
6526,__label__tot,de,__label__tot,True
6527,__label__trung_binh,zh-cn,__label__trung_binh,True
6528,__label__tot,fr,__label__tot,True
6529,__label__trung_binh,zh-cn,__label__xuat_sac,False
6530,__label__xuat_sac,vi,__label__xuat_sac,True
6531,__label__trung_binh,vi,__label__trung_binh,True
6532,__label__trung_binh,es,__label__trung_binh,True
6533,__label__tot,es,__label__tot,True
6534,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6535,__label__trung_binh,vi,__label__trung_binh,True
6536,__label__xuat_sac,it,__label__xuat_sac,True
6537,__label__tot,en,__label__tot,True
6538,__label__xuat_sac,fr,__label__xuat_sac,True
6539,__label__tot,nl,__label__tot,True
6540,__label__tot,en,__label__tot,True
6541,__label__tot,de,__label__tot,True
6542,__label__xuat_sac,fr,__label__xuat_sac,True
6543,__label__tot,de,__label__tot,True
6544,__label__xuat_sac,de,__label__xuat_sac,True
6545,__label__tot,de,__label__tot,True
6546,__label__xuat_sac,de,__label__xuat_sac,True
6547,__label__tot,vi,__label__tot,True
6548,__label__kem,vi,__label__kem,True
6549,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6550,__label__tot,zh-cn,__label__tot,True
6551,__label__tot,it,__label__tot,True
6552,__label__xuat_sac,de,__label__xuat_sac,True
6553,__label__tot,vi,__label__tot,True
6554,__label__trung_binh,en,__label__tot,False
6555,__label__xuat_sac,en,__label__xuat_sac,True
6556,__label__xuat_sac,en,__label__xuat_sac,True
6557,__label__xuat_sac,en,__label__xuat_sac,True
6558,__label__kem,en,__label__trung_binh,False
6559,__label__rat_kem,vi,__label__rat_kem,True
6560,__label__xuat_sac,vi,__label__xuat_sac,True
6561,__label__xuat_sac,vi,__label__xuat_sac,True
6562,__label__xuat_sac,en,__label__tot,False
6563,__label__tot,en,__label__tot,True
6564,__label__tot,en,__label__tot,True
6565,__label__xuat_sac,vi,__label__xuat_sac,True
6566,__label__tot,en,__label__tot,True
6567,__label__xuat_sac,en,__label__xuat_sac,True
6568,__label__trung_binh,zh-cn,__label__trung_binh,True
6569,__label__tot,zh-tw,__label__tot,True
6570,__label__tot,es,__label__tot,True
6571,__label__xuat_sac,en,__label__xuat_sac,True
6572,__label__xuat_sac,en,__label__xuat_sac,True
6573,__label__tot,en,__label__tot,True
6574,__label__trung_binh,en,__label__trung_binh,True
6575,__label__tot,zh-cn,__label__tot,True
6576,__label__tot,zh-cn,__label__tot,True
6577,__label__xuat_sac,vi,__label__xuat_sac,True
6578,__label__trung_binh,vi,__label__trung_binh,True
6579,__label__trung_binh,vi,__label__trung_binh,True
6580,__label__tot,vi,__label__tot,True
6581,__label__tot,en,__label__tot,True
6582,__label__tot,en,__label__tot,True
6583,__label__tot,en,__label__tot,True
6584,__label__xuat_sac,es,__label__xuat_sac,True
6585,__label__xuat_sac,ca,__label__xuat_sac,True
6586,__label__xuat_sac,ja,__label__xuat_sac,True
6587,__label__kem,vi,__label__kem,True
6588,__label__xuat_sac,en,__label__xuat_sac,True
6589,__label__trung_binh,vi,__label__trung_binh,True
6590,__label__xuat_sac,en,__label__xuat_sac,True
6591,__label__xuat_sac,en,__label__xuat_sac,True
6592,__label__xuat_sac,en,__label__xuat_sac,True
6593,__label__xuat_sac,en,__label__xuat_sac,True
6594,__label__tot,fr,__label__tot,True
6595,__label__tot,en,__label__tot,True
6596,__label__tot,en,__label__tot,True
6597,__label__tot,en,__label__tot,True
6598,__label__trung_binh,en,__label__trung_binh,True
6599,__label__trung_binh,en,__label__trung_binh,True
6600,__label__tot,en,__label__tot,True
6601,__label__trung_binh,en,__label__trung_binh,True
6602,__label__kem,en,__label__trung_binh,False
6603,__label__xuat_sac,en,__label__xuat_sac,True
6604,__label__xuat_sac,en,__label__xuat_sac,True
6605,__label__xuat_sac,en,__label__xuat_sac,True
6606,__label__tot,de,__label__tot,True
6607,__label__xuat_sac,es,__label__xuat_sac,True
6608,__label__xuat_sac,vi,__label__xuat_sac,True
6609,__label__trung_binh,zh-cn,__label__xuat_sac,False
6610,__label__xuat_sac,de,__label__xuat_sac,True
6611,__label__tot,zh-cn,__label__tot,True
6612,__label__xuat_sac,ja,__label__xuat_sac,True
6613,__label__xuat_sac,de,__label__xuat_sac,True
6614,__label__xuat_sac,en,__label__xuat_sac,True
6615,__label__tot,fr,__label__tot,True
6616,__label__tot,ja,__label__tot,True
6617,__label__trung_binh,en,__label__trung_binh,True
6618,__label__xuat_sac,en,__label__xuat_sac,True
6619,__label__trung_binh,vi,__label__trung_binh,True
6620,__label__xuat_sac,en,__label__xuat_sac,True
6621,__label__tot,en,__label__tot,True
6622,__label__trung_binh,fr,__label__trung_binh,True
6623,__label__tot,zh-cn,__label__tot,True
6624,__label__tot,de,__label__xuat_sac,False
6625,__label__trung_binh,vi,__label__trung_binh,True
6626,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6627,__label__tot,fr,__label__tot,True
6628,__label__xuat_sac,en,__label__xuat_sac,True
6629,__label__tot,vi,__label__tot,True
6630,__label__tot,da,__label__tot,True
6631,__label__tot,it,__label__tot,True
6632,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6633,__label__kem,fr,__label__kem,True
6634,__label__xuat_sac,de,__label__xuat_sac,True
6635,__label__xuat_sac,it,__label__xuat_sac,True
6636,__label__tot,zh-cn,__label__tot,True
6637,__label__tot,zh-cn,__label__tot,True
6638,__label__tot,de,__label__tot,True
6639,__label__xuat_sac,de,__label__xuat_sac,True
6640,__label__tot,ru,__label__tot,True
6641,__label__tot,de,__label__tot,True
6642,__label__tot,de,__label__tot,True
6643,__label__tot,nl,__label__tot,True
6644,__label__tot,da,__label__tot,True
6645,__label__trung_binh,ja,__label__trung_binh,True
6646,__label__xuat_sac,en,__label__xuat_sac,True
6647,__label__trung_binh,zh-cn,__label__trung_binh,True
6648,__label__tot,es,__label__xuat_sac,False
6649,__label__xuat_sac,it,__label__xuat_sac,True
6650,__label__xuat_sac,vi,__label__xuat_sac,True
6651,__label__trung_binh,vi,__label__trung_binh,True
6652,__label__xuat_sac,en,__label__xuat_sac,True
6653,__label__tot,ja,__label__tot,True
6654,__label__tot,en,__label__tot,True
6655,__label__tot,en,__label__xuat_sac,False
6656,__label__xuat_sac,fr,__label__xuat_sac,True
6657,__label__tot,en,__label__tot,True
6658,__label__xuat_sac,en,__label__xuat_sac,True
6659,__label__xuat_sac,vi,__label__xuat_sac,True
6660,__label__xuat_sac,de,__label__xuat_sac,True
6661,__label__xuat_sac,vi,__label__xuat_sac,True
6662,__label__trung_binh,en,__label__xuat_sac,False
6663,__label__trung_binh,vi,__label__trung_binh,True
6664,__label__trung_binh,en,__label__trung_binh,True
6665,__label__trung_binh,it,__label__xuat_sac,False
6666,__label__tot,ru,__label__tot,True
6667,__label__trung_binh,en,__label__tot,False
6668,__label__xuat_sac,en,__label__xuat_sac,True
6669,__label__xuat_sac,en,__label__tot,False
6670,__label__xuat_sac,en,__label__xuat_sac,True
6671,__label__tot,en,__label__xuat_sac,False
6672,__label__tot,en,__label__tot,True
6673,__label__xuat_sac,vi,__label__xuat_sac,True
6674,__label__tot,it,__label__tot,True
6675,__label__tot,de,__label__tot,True
6676,__label__xuat_sac,ar,__label__xuat_sac,True
6677,__label__trung_binh,ur,__label__trung_binh,True
6678,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6679,__label__xuat_sac,de,__label__xuat_sac,True
6680,__label__xuat_sac,es,__label__xuat_sac,True
6681,__label__tot,en,__label__tot,True
6682,__label__xuat_sac,en,__label__xuat_sac,True
6683,__label__tot,en,__label__tot,True
6684,__label__xuat_sac,en,__label__xuat_sac,True
6685,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6686,__label__xuat_sac,vi,__label__xuat_sac,True
6687,__label__trung_binh,ja,__label__trung_binh,True
6688,__label__tot,en,__label__tot,True
6689,__label__tot,en,__label__tot,True
6690,__label__tot,en,__label__tot,True
6691,__label__tot,en,__label__tot,True
6692,__label__xuat_sac,en,__label__xuat_sac,True
6693,__label__xuat_sac,en,__label__xuat_sac,True
6694,__label__tot,id,__label__tot,True
6695,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6696,__label__xuat_sac,ja,__label__xuat_sac,True
6697,__label__tot,vi,__label__tot,True
6698,__label__tot,ko,__label__tot,True
6699,__label__tot,ko,__label__tot,True
6700,__label__trung_binh,vi,__label__trung_binh,True
6701,__label__xuat_sac,th,__label__xuat_sac,True
6702,__label__tot,fr,__label__tot,True
6703,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6704,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6705,__label__xuat_sac,en,__label__tot,False
6706,__label__xuat_sac,th,__label__tot,False
6707,__label__xuat_sac,en,__label__xuat_sac,True
6708,__label__xuat_sac,en,__label__xuat_sac,True
6709,__label__xuat_sac,en,__label__xuat_sac,True
6710,__label__tot,vi,__label__tot,True
6711,__label__kem,vi,__label__kem,True
6712,__label__xuat_sac,en,__label__tot,False
6713,__label__xuat_sac,en,__label__xuat_sac,True
6714,__label__xuat_sac,en,__label__xuat_sac,True
6715,__label__trung_binh,ja,__label__xuat_sac,False
6716,__label__tot,cs,__label__tot,True
6717,__label__trung_binh,fr,__label__trung_binh,True
6718,__label__xuat_sac,de,__label__xuat_sac,True
6719,__label__trung_binh,ja,__label__trung_binh,True
6720,__label__trung_binh,vi,__label__trung_binh,True
6721,__label__tot,it,__label__tot,True
6722,__label__trung_binh,vi,__label__trung_binh,True
6723,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6724,__label__tot,zh-cn,__label__tot,True
6725,__label__tot,de,__label__tot,True
6726,__label__kem,ru,__label__kem,True
6727,__label__tot,zh-cn,__label__tot,True
6728,__label__xuat_sac,it,__label__xuat_sac,True
6729,__label__xuat_sac,de,__label__xuat_sac,True
6730,__label__xuat_sac,vi,__label__xuat_sac,True
6731,__label__xuat_sac,es,__label__xuat_sac,True
6732,__label__xuat_sac,vi,__label__xuat_sac,True
6733,__label__trung_binh,ko,__label__trung_binh,True
6734,__label__tot,en,__label__tot,True
6735,__label__tot,en,__label__tot,True
6736,__label__xuat_sac,en,__label__xuat_sac,True
6737,__label__kem,en,__label__kem,True
6738,__label__xuat_sac,en,__label__xuat_sac,True
6739,__label__xuat_sac,en,__label__xuat_sac,True
6740,__label__xuat_sac,en,__label__xuat_sac,True
6741,__label__xuat_sac,de,__label__xuat_sac,True
6742,__label__xuat_sac,de,__label__xuat_sac,True
6743,__label__trung_binh,de,__label__trung_binh,True
6744,__label__tot,ja,__label__tot,True
6745,__label__trung_binh,zh-cn,__label__trung_binh,True
6746,__label__xuat_sac,vi,__label__xuat_sac,True
6747,__label__tot,zh-cn,__label__tot,True
6748,__label__tot,pl,__label__tot,True
6749,__label__xuat_sac,en,__label__xuat_sac,True
6750,__label__xuat_sac,de,__label__xuat_sac,True
6751,__label__tot,en,__label__tot,True
6752,__label__xuat_sac,en,__label__xuat_sac,True
6753,__label__xuat_sac,en,__label__xuat_sac,True
6754,__label__xuat_sac,en,__label__xuat_sac,True
6755,__label__xuat_sac,en,__label__xuat_sac,True
6756,__label__xuat_sac,en,__label__xuat_sac,True
6757,__label__tot,zh-cn,__label__tot,True
6758,__label__tot,de,__label__tot,True
6759,__label__xuat_sac,pt,__label__xuat_sac,True
6760,__label__tot,zh-cn,__label__tot,True
6761,__label__tot,zh-cn,__label__trung_binh,False
6762,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6763,__label__trung_binh,zh-cn,__label__trung_binh,True
6764,__label__xuat_sac,en,__label__xuat_sac,True
6765,__label__xuat_sac,en,__label__xuat_sac,True
6766,__label__trung_binh,it,__label__trung_binh,True
6767,__label__tot,en,__label__tot,True
6768,__label__xuat_sac,en,__label__xuat_sac,True
6769,__label__xuat_sac,en,__label__xuat_sac,True
6770,__label__trung_binh,en,__label__trung_binh,True
6771,__label__trung_binh,en,__label__tot,False
6772,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6773,__label__xuat_sac,zh-tw,__label__xuat_sac,True
6774,__label__xuat_sac,fr,__label__xuat_sac,True
6775,__label__trung_binh,vi,__label__trung_binh,True
6776,__label__xuat_sac,vi,__label__xuat_sac,True
6777,__label__trung_binh,vi,__label__trung_binh,True
6778,__label__tot,nl,__label__tot,True
6779,__label__xuat_sac,ko,__label__xuat_sac,True
6780,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6781,__label__tot,en,__label__tot,True
